"review_order","source_row","decision_approve_edit_move_reject","native_russian_correction","english_correction","level","register_note","sensitive_content_note","reviewer_comment","russian","transliteration","english","category"
"757","1047","","","","","","","","Я уверена, что могу найти их.","Ya uverena, chto mogu nayti ikh.","I'm sure I can find them.","Fluency Builder 3"
"758","52","","","","","","","","Ты не знал, что это там?","Ty ne znal, chto eto tam?","Didn't you know that that was there?","Fluency Builder 1"
"759","57","","","","","","","","Он вам не говорил, кто он?","On vam ne govoril, kto on?","Didn't he tell you who he was?","Fluency Builder 1"
"760","1059","","","","","","","","Я думаю, это нужно было обсудить.","Ya dumayu, eto nuzhno bylo obsudit.","I think it should've been discussed.","Thoughts, Needs & Feelings"
"761","1061","","","","","","","","Они обещали мне, что будут здесь.","Oni obeshchali mne, chto budut zdes.","They promised me they'd be here.","Fluency Builder 3"
"762","67","","","","","","","","Где ты, когда ты не онлайн?","Gde ty, kogda ty ne onlayn?","Where are you when you aren't online?","Questions & Answers"
"763","1067","","","","","","","","Я думаю, это будет тебе интересно.","Ya dumayu, eto budet tebe interesno.","I think you'll find it interesting.","Thoughts, Needs & Feelings"
"764","1074","","","","","","","","Это настолько плохо, что уже хорошо.","Eto nastolko plokho, chto uzhe khorosho.","This is so bad, it's good.","Fluency Builder 3"
"765","74","","","","","","","","Вы не удивлены, что я здесь?","Vy ne udivleny, chto ya zdes?","Aren't you surprised to see me here?","Fluency Builder 1"
"766","90","","","","","","","","Где рубашка, что я тебе купил?","Gde rubashka, chto ya tebe kupil?","Where's the shirt that I bought you?","Questions & Answers"
"767","92","","","","","","","","Ты думаешь, что ты умнее меня?","Ty dumaesh, chto ty umnee menya?","Do you think you're smarter than me?","Thoughts, Needs & Feelings"
"768","97","","","","","","","","Вы что, думаете, я это сделал?","Vy chto, dumaete, ya eto sdelal?","You think I did that, don't you?","Thoughts, Needs & Feelings"
"769","104","","","","","","","","Ты это только что придумал, да?","Ty eto tolko chto pridumal, da?","You just made that up, didn't you?","Thoughts, Needs & Feelings"
"770","110","","","","","","","","Кто здесь не знает, что делать?","Kto zdes ne znaet, chto delat?","Who here doesn't know what to do?","Fluency Builder 1"
"771","115","","","","","","","","Ты ничего не хочешь мне сказать?","Ty nichego ne khochesh mne skazat?","Don't you want to tell me anything?","Thoughts, Needs & Feelings"
"772","116","","","","","","","","Можешь сказать им, что меня нет?","Mozhesh skazat im, chto menya net?","Can you tell them I'm not in?","Fluency Builder 1"
"773","129","","","","","","","","Как ты думаешь, когда он вернётся?","Kak ty dumaesh, kogda on vernyotsya?","When do you think he'll be back?","Questions & Answers"
"774","145","","","","","","","","Что будем делать, если он опоздает?","Chto budem delat, esli on opozdaet?","What will we do if he's late?","Fluency Builder 1"
"775","164","","","","","","","","Кто ты и почему ты здесь?","Kto ty i pochemu ty zdes?","Who are you and why are you here?","Questions & Answers"
"776","167","","","","","","","","Кто велел вам мне это дать?","Kto velel vam mne eto dat?","Who told you to give that to me?","Fluency Builder 1"
"777","174","","","","","","","","Как долго ты хочешь здесь жить?","Kak dolgo ty khochesh zdes zhit?","How long do you want to live here?","Questions & Answers"
"778","178","","","","","","","","Сколько тебе было, когда ты пошёл?","Skolko tebe bylo, kogda ty poshyol?","How old were you when you started walking?","Questions & Answers"
"779","181","","","","","","","","Вы знаете, что здесь нельзя курить?","Vy znaete, chto zdes nelzya kurit?","Do you know that smoking is prohibited here?","Fluency Builder 1"
"780","263","","","","","","","","Ты что, ещё ничего не ел?","Ty chto, eshchyo nichego ne el?","You haven't eaten anything yet, have you?","Fluency Builder 1"
"781","266","","","","","","","","Как это ты не видел овцу?","Kak eto ty ne videl ovtsu?","How come you didn't see the sheep?","Questions & Answers"
"782","267","","","","","","","","Я сказал, что я один, нет?","Ya skazal, chto ya odin, net?","I said I was alone, didn't I?","Fluency Builder 1"
"783","277","","","","","","","","Что мы будем с этим делать?","Chto my budem s etim delat?","What're we going to do with it?","Fluency Builder 1"
"784","283","","","","","","","","Ты хочешь знать, что не так?","Ty khochesh znat, chto ne tak?","Do you want to know what's wrong?","Thoughts, Needs & Feelings"
"785","284","","","","","","","","Ты знаешь, что она в церкви?","Ty znaesh, chto ona v tserkvi?","Do you know she's in the church?","Fluency Builder 1"
"786","298","","","","","","","","Почему бы вам не купить оба?","Pochemu by vam ne kupit oba?","Why don't you buy both of them?","Questions & Answers"
"787","300","","","","","","","","Ты не видишь, что ты сделал?","Ty ne vidish, chto ty sdelal?","Can't you see what you have done?","Fluency Builder 1"
"788","301","","","","","","","","Ты сказал ей, что я приехал?","Ty skazal ey, chto ya priekhal?","Did you tell her that I've arrived?","Fluency Builder 1"
"789","310","","","","","","","","Кто будет за всё это платить?","Kto budet za vsyo eto platit?","Who's going to pay for all this?","Shopping & Money"
"790","311","","","","","","","","Вы знаете, что в той коробке?","Vy znaete, chto v toy korobke?","Do you know what's in that box?","Fluency Builder 1"
"791","325","","","","","","","","Ты думаешь, я трачу время зря?","Ty dumaesh, ya trachu vremya zrya?","Do you think I'm wasting my time?","Thoughts, Needs & Feelings"
"792","1335","","","","","","","","Я знаю, что они там были.","Ya znayu, chto oni tam byli.","I know they were there.","Fluency Builder 3"
"793","336","","","","","","","","Почему ты ещё не сделал уроки?","Pochemu ty eshchyo ne sdelal uroki?","Why haven't you done your homework yet?","Questions & Answers"
"794","338","","","","","","","","Разве мы не это должны делать?","Razve my ne eto dolzhny delat?","Isn't that what we should be doing?","Fluency Builder 1"
"795","373","","","","","","","","Ты понимаешь, на что я намекаю?","Ty ponimaesh, na chto ya namekayu?","Do you get what I'm hinting at?","Fluency Builder 1"
"796","375","","","","","","","","Почему она не хочет мне помочь?","Pochemu ona ne khochet mne pomoch?","Why doesn't she want to help me?","Questions & Answers"
"797","381","","","","","","","","Ты уверен, что всё идёт хорошо?","Ty uveren, chto vsyo idyot khorosho?","Are you sure that everything's going well?","Fluency Builder 1"
"798","392","","","","","","","","Почему мы не попросим их помочь?","Pochemu my ne poprosim ikh pomoch?","Why don't we ask them to help?","Questions & Answers"
"799","394","","","","","","","","Ты же знаешь, что это незаконно?","Ty zhe znaesh, chto eto nezakonno?","You know this is illegal, don't you?","Fluency Builder 1"
"800","395","","","","","","","","Ты уверена, что тебе не кажется?","Ty uverena, chto tebe ne kazhetsya?","Are you sure you're not imagining things?","Fluency Builder 1"
"801","400","","","","","","","","Ты никогда не хотел это сделать?","Ty nikogda ne khotel eto sdelat?","Haven't you ever wanted to do that?","Questions & Answers"
"802","403","","","","","","","","Сколько людей знают, что ты жив?","Skolko lyudey znayut, chto ty zhiv?","How many people know that you're alive?","Questions & Answers"
"803","4409","","","","","","","","Простите, старина. Я думал, Вы знали.","Prostite, starina. Ya dumal, Vy znali.","Sorry, old sport. I thought you knew.","Core Social Language"
"804","420","","","","","","","","Ты уверена, что это хорошая идея?","Ty uverena, chto eto khoroshaya ideya?","Are you sure that's a good idea?","Fluency Builder 1"
"805","422","","","","","","","","Почему вы их просто не отпустите?","Pochemu vy ikh prosto ne otpustite?","Why don't you just let them go?","Questions & Answers"
"806","427","","","","","","","","Откуда нам знать, что это правда?","Otkuda nam znat, chto eto pravda?","How do we know that that's true?","Questions & Answers"
"807","431","","","","","","","","Почему вы не зашли вчера вечером?","Pochemu vy ne zashli vchera vecherom?","Why didn't you come over last night?","Questions & Answers"
"808","448","","","","","","","","Ваши родители знают, что вы здесь?","Vashi roditeli znayut, chto vy zdes?","Do your parents know that you're here?","Fluency Builder 1"
"809","450","","","","","","","","Ты хоть понимаешь, что ты наделал?","Ty khot ponimaesh, chto ty nadelal?","Have you any idea what you've done?","Fluency Builder 1"
"810","459","","","","","","","","Как вы думаете, это красивый цвет?","Kak vy dumaete, eto krasivyy tsvet?","Don't you think this color is nice?","Questions & Answers"
"811","463","","","","","","","","Ты уверена, что он носитель языка?","Ty uverena, chto on nositel yazyka?","Are you sure he's a native speaker?","Fluency Builder 1"
"812","475","","","","","","","","Почему вы не попросили меня помочь?","Pochemu vy ne poprosili menya pomoch?","Why haven't you asked me to help?","Questions & Answers"
"813","478","","","","","","","","Ты понимаешь, что тебя могли убить?","Ty ponimaesh, chto tebya mogli ubit?","Do you realize you could've been killed?","Fluency Builder 1"
"814","479","","","","","","","","Вы уверены, что она придёт вовремя?","Vy uvereny, chto ona pridyot vovremya?","Are you sure she'll come on time?","Fluency Builder 1"
"815","486","","","","","","","","Что это за девушка тебе подмигнула?","Chto eto za devushka tebe podmignula?","Who's that girl who winked at you?","Fluency Builder 1"
"816","500","","","","","","","","Что они сделают, когда сюда приедут?","Chto oni sdelayut, kogda syuda priedut?","What'll they do when they get there?","Questions & Answers"
"817","503","","","","","","","","Ты думал, я действительно это выпью?","Ty dumal, ya deystvitelno eto vypyu?","Did you think I'd really drink that?","Food & Restaurants"
"818","509","","","","","","","","Где ты был последние несколько дней?","Gde ty byl poslednie neskolko dney?","Where've you been the last few days?","Questions & Answers"
"819","518","","","","","","","","Почему мне нельзя пойти на вечеринку?","Pochemu mne nelzya poyti na vecherinku?","Why can't I go to the party?","Questions & Answers"
"820","1519","","","","","","","","Я рад, что я с тобой.","Ya rad, chto ya s toboy.","I am glad to be with you.","Fluency Builder 4"
"821","525","","","","","","","","Есть ли вероятность, что вы беременны?","Est li veroyatnost, chto vy beremenny?","Is there a possibility that you're pregnant?","Fluency Builder 2"
"822","527","","","","","","","","Вы думаете, они признают его виновным?","Vy dumaete, oni priznayut ego vinovnym?","Do you think they'll find him guilty?","Thoughts, Needs & Feelings"
"823","4528","","","","","","","","Спасибо, я уже попробовала этот салат.","Spasibo, ya uzhe poprobovala etot salat.","Thank you, I already tried this salad.","Core Social Language"
"824","529","","","","","","","","Вы не можете работать немного быстрее?","Vy ne mozhete rabotat nemnogo bystree?","Can't you work any faster than that?","Work & Daily Tasks"
"825","1529","","","","","","","","Я весь день о вас думаю.","Ya ves den o vas dumayu.","I think about you all day long.","Thoughts, Needs & Feelings"
"826","531","","","","","","","","Почему мне нельзя поиграть с друзьями?","Pochemu mne nelzya poigrat s druzyami?","Why can't I play with my friends?","Questions & Answers"
"827","532","","","","","","","","Ты думаешь, что будешь здесь счастлив?","Ty dumaesh, chto budesh zdes schastliv?","Do you think you'll be happy here?","Thoughts, Needs & Feelings"
"828","535","","","","","","","","Почему вы рушите дом моего начальника?","Pochemu vy rushite dom moego nachalnika?","Why are you destroying my boss's house?","Questions & Answers"
"829","1536","","","","","","","","Я был молод и хотел жить.","Ya byl molod i khotel zhit.","I was young and wanted to live.","Thoughts, Needs & Feelings"
"830","1547","","","","","","","","Я горжусь тем, что я врач.","Ya gorzhus tem, chto ya vrach.","I am proud of being a doctor.","Health & Body"
"831","1549","","","","","","","","Это дом, в котором я живу.","Eto dom, v kotorom ya zhivu.","This is the house I live in.","Home & Family Life"
"832","1552","","","","","","","","Я понятия не имею, кто он.","Ya ponyatiya ne imeyu, kto on.","I have no idea who he is.","Fluency Builder 4"
"833","1553","","","","","","","","День и ночь думаю об этом.","Den i noch dumayu ob etom.","I think about it day and night.","Thoughts, Needs & Feelings"
"834","1557","","","","","","","","Я думал, я её лучший друг.","Ya dumal, ya eyo luchshiy drug.","I thought I was her best friend.","Thoughts, Needs & Feelings"
"835","1559","","","","","","","","Я хочу пойти туда ещё раз.","Ya khochu poyti tuda eshchyo raz.","I want to go there once again.","Thoughts, Needs & Feelings"
"836","1560","","","","","","","","Я всё время об этом думаю.","Ya vsyo vremya ob etom dumayu.","I think about this all the time.","Thoughts, Needs & Feelings"
"837","572","","","","","","","","Как ты узнал, где я живу?","Kak ty uznal, gde ya zhivu?","How did you find out where I live?","Questions & Answers"
"838","1578","","","","","","","","Это то, что мы хотим знать.","Eto to, chto my khotim znat.","This is what we want to know.","Thoughts, Needs & Feelings"
"839","1579","","","","","","","","Эта работа мне не по плечу.","Eta rabota mne ne po plechu.","This job is too much for me.","Work & Daily Tasks"
"840","1580","","","","","","","","Я без труда нашёл твой дом.","Ya bez truda nashyol tvoy dom.","I had no difficulty finding your house.","Home & Family Life"
"841","580","","","","","","","","Ну что, как тебе мой план?","Nu chto, kak tebe moy plan?","So, what do you think of my plan?","Questions & Answers"
"842","584","","","","","","","","Сколько ты мне за это дашь?","Skolko ty mne za eto dash?","How much will you give me for this?","Questions & Answers"
"843","1591","","","","","","","","Я хочу влезть в эти джинсы.","Ya khochu vlezt v eti dzhinsy.","I want to fit into those jeans.","Thoughts, Needs & Feelings"
"844","1594","","","","","","","","Я только что с ним говорил.","Ya tolko chto s nim govoril.","I just had a talk with him.","Fluency Builder 4"
"845","595","","","","","","","","Так что ты хотел мне сказать?","Tak chto ty khotel mne skazat?","What was it you wanted to tell me?","Thoughts, Needs & Feelings"
"846","1595","","","","","","","","Я хочу услышать это от них.","Ya khochu uslyshat eto ot nikh.","I want to hear it from them.","Thoughts, Needs & Feelings"
"847","1609","","","","","","","","Он всё время о тебе думает.","On vsyo vremya o tebe dumaet.","He thinks about you all the time.","Thoughts, Needs & Feelings"
"848","611","","","","","","","","Ты всё ещё хочешь продать дом?","Ty vsyo eshchyo khochesh prodat dom?","Do you still want to sell your house?","Home & Family Life"
"849","1611","","","","","","","","Я жалею, что я такое сделал.","Ya zhaleyu, chto ya takoe sdelal.","I regret having done such a thing.","Fluency Builder 4"
"850","1612","","","","","","","","Я жалею, что сказал ему это.","Ya zhaleyu, chto skazal emu eto.","I regret having said that to him.","Fluency Builder 4"
"851","4616","","","","","","","","Мы действительно сожалеем о его ошибке.","My deystvitelno sozhaleem o ego oshibke.","We are indeed sorry for his mistake.","Core Social Language"
"852","1617","","","","","","","","Он был первым, кто помог ей.","On byl pervym, kto pomog ey.","He was the first to help her.","Fluency Builder 4"
"853","617","","","","","","","","Ты скажешь мне, как тебя зовут?","Ty skazhesh mne, kak tebya zovut?","Are you going to tell me your name?","Questions & Answers"
"854","618","","","","","","","","Ты думал, я тебя здесь оставлю?","Ty dumal, ya tebya zdes ostavlyu?","Did you think I would leave you here?","Thoughts, Needs & Feelings"
"855","620","","","","","","","","Вы научите меня, как делать сыр?","Vy nauchite menya, kak delat syr?","Would you teach me how to make cheese?","Questions & Answers"
"856","622","","","","","","","","Может, ты знаешь, где она живёт?","Mozhet, ty znaesh, gde ona zhivyot?","Do you happen to know where she lives?","Questions & Answers"
"857","1623","","","","","","","","Вот мой сын, он вам поможет.","Vot moy syn, on vam pomozhet.","My son here will help you out.","Fluency Builder 4"
"858","624","","","","","","","","Почему ты решил купить этот дом?","Pochemu ty reshil kupit etot dom?","Why did you decide to buy this house?","Questions & Answers"
"859","631","","","","","","","","Где и когда можно найти барсука?","Gde i kogda mozhno nayti barsuka?","Where and when can you find a badger?","Questions & Answers"
"860","633","","","","","","","","Покажешь мне, что ты вчера купил?","Pokazhesh mne, chto ty vchera kupil?","Will you show me what you bought yesterday?","Questions & Answers"
"861","1634","","","","","","","","Я лично считаю, что ты прав.","Ya lichno schitayu, chto ty prav.","I personally believe that you are right.","Thoughts, Needs & Feelings"
"862","1635","","","","","","","","Прости меня, что я так одет.","Prosti menya, chto ya tak odet.","Forgive me for being dressed like this.","Fluency Builder 4"
"863","637","","","","","","","","Ничего, если я завтра тоже приду?","Nichego, esli ya zavtra tozhe pridu?","Is it OK if I come tomorrow, too?","Time & Plans"
"864","1638","","","","","","","","Мне надоело ждать, и я ушёл.","Mne nadoelo zhdat, i ya ushyol.","I got tired of waiting and left.","Thoughts, Needs & Feelings"
"865","638","","","","","","","","Вы всё ещё планируете купить дом?","Vy vsyo eshchyo planiruete kupit dom?","Are you still planning on buying a house?","Home & Family Life"
"866","639","","","","","","","","Как тебе удалось всё это сделать?","Kak tebe udalos vsyo eto sdelat?","How did you manage to do all that?","Questions & Answers"
"867","641","","","","","","","","Я тебя вчера ждал. Что случилось?","Ya tebya vchera zhdal. Chto sluchilos?","I was waiting for you yesterday. What happened?","Time & Plans"
"868","644","","","","","","","","Что я буду готовить завтра гостям?","Chto ya budu gotovit zavtra gostyam?","What shall I cook for the guests tomorrow?","Time & Plans"
"869","1648","","","","","","","","Я приду завтра к тебе домой.","Ya pridu zavtra k tebe domoy.","I will come tomorrow to your house.","Home & Family Life"
"870","1649","","","","","","","","Я только что пришёл со школы.","Ya tolko chto prishyol so shkoly.","I have just come back from school.","Fluency Builder 4"
"871","650","","","","","","","","Сколько времени тебе на это нужно?","Skolko vremeni tebe na eto nuzhno?","How much time did you need for that?","Questions & Answers"
"872","1650","","","","","","","","Я был здесь около года назад.","Ya byl zdes okolo goda nazad.","I was here about a year ago.","Time & Plans"
"873","652","","","","","","","","Ты тоже думал, что это совпадение?","Ty tozhe dumal, chto eto sovpadenie?","Did you think that was a coincidence, too?","Thoughts, Needs & Feelings"
"874","654","","","","","","","","Где здесь можно купить хороший сыр?","Gde zdes mozhno kupit khoroshiy syr?","Where can you buy good cheese around here?","Questions & Answers"
"875","1656","","","","","","","","Он умер, чтобы мы могли жить.","On umer, chtoby my mogli zhit.","He died so that we may live.","Fluency Builder 4"
"876","1658","","","","","","","","Пока что нам ничего не нужно.","Poka chto nam nichego ne nuzhno.","For the time being, we need nothing.","Thoughts, Needs & Feelings"
"877","658","","","","","","","","Можешь показать мне, что вы купили?","Mozhesh pokazat mne, chto vy kupili?","Can you let me see what you bought?","Shopping & Money"
"878","1661","","","","","","","","Сначала я думал, что я болен.","Snachala ya dumal, chto ya bolen.","At first, I thought I was sick.","Health & Body"
"879","661","","","","","","","","Что Джейн будет делать завтра утром?","Chto Dzheyn budet delat zavtra utrom?","What is Jane going to do tomorrow morning?","Time & Plans"
"880","1663","","","","","","","","Я думал, что у меня выходной.","Ya dumal, chto u menya vykhodnoy.","I thought I had a day off.","Thoughts, Needs & Feelings"
"881","4663","","","","","","","","Разбуди меня завтра в шесть, пожалуйста.","Razbudi menya zavtra v shest, pozhaluysta.","Please wake me up at six tomorrow.","Core Social Language"
"882","664","","","","","","","","Сколько ещё дней ты здесь пробудешь?","Skolko eshchyo dney ty zdes probudesh?","How many more days will you be here?","Questions & Answers"
"883","1666","","","","","","","","Я хочу яиц завтра на завтрак.","Ya khochu yaits zavtra na zavtrak.","I want eggs for breakfast tomorrow morning.","Food & Restaurants"
"884","669","","","","","","","","Вы думаете, они хорошо провели время?","Vy dumaete, oni khorosho proveli vremya?","Do you think they had a good time?","Thoughts, Needs & Feelings"
"885","671","","","","","","","","Очень вкусно. Как ты это приготовила?","Ochen vkusno. Kak ty eto prigotovila?","This is delicious. How did you make it?","Questions & Answers"
"886","1680","","","","","","","","Я слышал, что он ищет работу.","Ya slyshal, chto on ishchet rabotu.","I heard he was looking for work.","Work & Daily Tasks"
"887","1682","","","","","","","","Я думаю, что Зак съел яблоко.","Ya dumayu, chto Zak sel yabloko.","I think that Zac ate an apple.","Thoughts, Needs & Feelings"
"888","684","","","","","","","","Сколько есть способов, чтобы это сделать?","Skolko est sposobov, chtoby eto sdelat?","How many ways are there to do that?","Questions & Answers"
"889","1685","","","","","","","","Мне нужно побыть здесь с ним.","Mne nuzhno pobyt zdes s nim.","I need to stay here with him.","Thoughts, Needs & Feelings"
"890","686","","","","","","","","Когда ты собираешься сказать «я согласен»?","Kogda ty sobiraeshsya skazat «ya soglasen»?","When are you going to say, I do?","Questions & Answers"
"891","1686","","","","","","","","Я сказала ей, что это ошибка.","Ya skazala ey, chto eto oshibka.","I told her it was a mistake.","Fluency Builder 4"
"892","687","","","","","","","","Что будет, если сейчас электричество отключится?","Chto budet, esli seychas elektrichestvo otklyuchitsya?","What happens if the power goes out now?","Fluency Builder 2"
"893","1692","","","","","","","","Нам нужно сжечь все эти вещи.","Nam nuzhno szhech vse eti veshchi.","We need to burn all this stuff.","Thoughts, Needs & Feelings"
"894","1694","","","","","","","","Мы знали, что мы лучше этого.","My znali, chto my luchshe etogo.","We knew we were better than that.","Fluency Builder 4"
"895","1695","","","","","","","","Я только делал вид, что сплю.","Ya tolko delal vid, chto splyu.","I was just pretending I was sleeping.","Fluency Builder 4"
"896","1696","","","","","","","","Я думал, что это плохая идея.","Ya dumal, chto eto plokhaya ideya.","I thought it was a bad idea.","Thoughts, Needs & Feelings"
"897","1702","","","","","","","","Мы знаем, что ты нас обманул.","My znaem, chto ty nas obmanul.","We know that you lied to us.","Fluency Builder 4"
"898","1705","","","","","","","","Меня изумило то, что я узнал.","Menya izumilo to, chto ya uznal.","I was astonished by what I learned.","Fluency Builder 4"
"899","1709","","","","","","","","Я сказала ему, что люблю его.","Ya skazala emu, chto lyublyu ego.","I told him that I loved him.","Fluency Builder 4"
"900","1710","","","","","","","","Всё, чего я хочу, - это петь.","Vsyo, chego ya khochu, - eto pet.","All I want to do is sing.","Thoughts, Needs & Feelings"
"901","1712","","","","","","","","Я хочу жить в окружении книг.","Ya khochu zhit v okruzhenii knig.","I want to live surrounded by books.","Thoughts, Needs & Feelings"
"902","1713","","","","","","","","Я хочу, чтобы вы пришли одни.","Ya khochu, chtoby vy prishli odni.","I want you guys to come alone.","Thoughts, Needs & Feelings"
"903","1715","","","","","","","","Я забыл, что он хочет съесть.","Ya zabyl, chto on khochet sest.","I forgot what he wants to eat.","Food & Restaurants"
"904","1717","","","","","","","","Мы считаем, что он не виновен.","My schitaem, chto on ne vinoven.","We hold that he is not guilty.","Fluency Builder 4"
"905","1721","","","","","","","","Я советую вам ехать на поезде.","Ya sovetuyu vam ekhat na poezde.","I recommend you to go by train.","Travel & Transport"
"906","1722","","","","","","","","Завтра я буду играть в футбол.","Zavtra ya budu igrat v futbol.","I am going to play soccer tomorrow.","Health & Body"
"907","1723","","","","","","","","Он обещал мне прийти в четыре.","On obeshchal mne priyti v chetyre.","He promised me to come at four.","Fluency Builder 4"
"908","1737","","","","","","","","Я просто хочу, чтобы она ушла.","Ya prosto khochu, chtoby ona ushla.","I just want her to go away.","Thoughts, Needs & Feelings"
"909","1741","","","","","","","","Нам нужно больше о тебе знать.","Nam nuzhno bolshe o tebe znat.","We need to know more about you.","Health & Body"
"910","1746","","","","","","","","Я думаю, у всего есть причина.","Ya dumayu, u vsego est prichina.","I think everything happens for a reason.","Thoughts, Needs & Feelings"
"911","1747","","","","","","","","Я нашёл покупателя на ваш дом.","Ya nashyol pokupatelya na vash dom.","I found a buyer for your house.","Home & Family Life"
"912","4753","","","","","","","","Пожалуйста, оставьте меня одного. Я занят.","Pozhaluysta, ostavte menya odnogo. Ya zanyat.","Please leave me alone. I am busy.","Core Social Language"
"913","1760","","","","","","","","Мама, я тоже хочу выйти замуж.","Mama, ya tozhe khochu vyyti zamuzh.","Mother, I want to get married too.","Thoughts, Needs & Feelings"
"914","1764","","","","","","","","Думаю, я мог бы сделать лучше.","Dumayu, ya mog by sdelat luchshe.","I could have done better, I think.","Thoughts, Needs & Feelings"
"915","1773","","","","","","","","Мне надо ехать домой на метро.","Mne nado ekhat domoy na metro.","I need to take the metro home.","Home & Family Life"
"916","1774","","","","","","","","Была так скучно, что я заснул.","Byla tak skuchno, chto ya zasnul.","It was so boring I fell asleep.","Fluency Builder 4"
"917","1784","","","","","","","","Это даёт мне силы идти дальше.","Eto dayot mne sily idti dalshe.","That gives me strength to go further.","Fluency Builder 4"
"918","1788","","","","","","","","Он хочет купить мне эту книгу.","On khochet kupit mne etu knigu.","He wants to buy me this book.","Shopping & Money"
"919","1795","","","","","","","","Я пойду, даже если будет дождь.","Ya poydu, dazhe esli budet dozhd.","I will go even if it rains.","Fluency Builder 4"
"920","1796","","","","","","","","Я должен был работать над эссе.","Ya dolzhen byl rabotat nad esse.","I had to work on an essay.","Work & Daily Tasks"
"921","1797","","","","","","","","Я думаю, его жизнь в опасности.","Ya dumayu, ego zhizn v opasnosti.","I think his life is in danger.","Thoughts, Needs & Feelings"
"922","1798","","","","","","","","На меня только что капля упала.","Na menya tolko chto kaplya upala.","I just felt a drop of rain.","Fluency Builder 4"
"923","1799","","","","","","","","Я думаю, та женщина - его жена.","Ya dumayu, ta zhenshchina - ego zhena.","That woman is his wife, I think.","Thoughts, Needs & Feelings"
"924","1803","","","","","","","","Я думал, ты хочешь выйти замуж.","Ya dumal, ty khochesh vyyti zamuzh.","I thought you wanted to get married.","Thoughts, Needs & Feelings"
"925","1804","","","","","","","","Я хотел, чтобы это был сюрприз.","Ya khotel, chtoby eto byl syurpriz.","I wanted it to be a surprise.","Thoughts, Needs & Feelings"
"926","1805","","","","","","","","Я хочу проводить время с тобой.","Ya khochu provodit vremya s toboy.","I want to spend time with you.","Thoughts, Needs & Feelings"
"927","1808","","","","","","","","Я пытался сделать всё, что мог.","Ya pytalsya sdelat vsyo, chto mog.","I tried to do all I could.","Fluency Builder 4"
"928","1809","","","","","","","","Я хочу пригласить тебя на ужин.","Ya khochu priglasit tebya na uzhin.","I want to invite you to dinner.","Food & Restaurants"
"929","1811","","","","","","","","Вам надо купить себе новый нож.","Vam nado kupit sebe novyy nozh.","You should buy yourself a new knife.","Shopping & Money"
"930","1812","","","","","","","","Бог видит, что я говорю правду.","Bog vidit, chto ya govoryu pravdu.","God knows I am telling the truth.","Fluency Builder 4"
"931","1815","","","","","","","","Я думаю, чемодан у меня украли.","Ya dumayu, chemodan u menya ukrali.","I think that my suitcase was stolen.","Thoughts, Needs & Feelings"
"932","1819","","","","","","","","Я думал, что эта дверь закрыта.","Ya dumal, chto eta dver zakryta.","I thought that this door was locked.","Thoughts, Needs & Feelings"
"933","1820","","","","","","","","Я хочу, чтобы они знали правду.","Ya khochu, chtoby oni znali pravdu.","I want them to know the truth.","Thoughts, Needs & Feelings"
"934","1844","","","","","","","","Если ты это читаешь, иди домой!","Esli ty eto chitaesh, idi domoy!","If you can read this, go home!","Home & Family Life"
"935","1846","","","","","","","","Я, может быть, не смогу прийти.","Ya, mozhet byt, ne smogu priyti.","I might not be able to come.","Fluency Builder 4"
"936","1848","","","","","","","","Нам нужно ещё два литра молока.","Nam nuzhno eshchyo dva litra moloka.","We need another two litres of milk.","Thoughts, Needs & Feelings"
"937","1866","","","","","","","","Это часы, которые я купил вчера.","Eto chasy, kotorye ya kupil vchera.","This is the watch I bought yesterday.","Shopping & Money"
"938","4870","","","","","","","","Пожалуйста, поднимите руки, если вам понятно.","Pozhaluysta, podnimite ruki, esli vam ponyatno.","If you understand, please raise your hand.","Core Social Language"
"939","1873","","","","","","","","Я подожду здесь, пока он придёт.","Ya podozhdu zdes, poka on pridyot.","I will wait here till he comes.","Fluency Builder 4"
"940","1882","","","","","","","","Нам надо пройти ещё десять миль.","Nam nado proyti eshchyo desyat mil.","We still have ten miles to go.","Thoughts, Needs & Feelings"
"941","1884","","","","","","","","Вы можете поменять её на другую.","Vy mozhete pomenyat eyo na druguyu.","You can change it for another one.","Fluency Builder 4"
"942","1894","","","","","","","","Я могу избавить тебя от проблем.","Ya mogu izbavit tebya ot problem.","I can make your problems go away.","Fluency Builder 4"
"943","1897","","","","","","","","Я знаю, что сделал ужасную вещь.","Ya znayu, chto sdelal uzhasnuyu veshch.","I know I did a horrible thing.","Fluency Builder 4"
"944","1902","","","","","","","","Я сообщил полиции всё, что знаю.","Ya soobshchil politsii vsyo, chto znayu.","I told the police all I know.","Fluency Builder 4"
"945","1923","","","","","","","","Он думает, что может спасти мир.","On dumaet, chto mozhet spasti mir.","He thinks he can save the world.","Thoughts, Needs & Feelings"
"946","1924","","","","","","","","Я слышал, что это хороший фильм.","Ya slyshal, chto eto khoroshiy film.","I heard that this movie is good.","Fluency Builder 4"
"947","1927","","","","","","","","Мне надо купить вазу для цветов.","Mne nado kupit vazu dlya tsvetov.","I need to buy a flower vase.","Shopping & Money"
"948","1929","","","","","","","","Любой был бы рад здесь работать.","Lyuboy byl by rad zdes rabotat.","Anyone would be happy to work here.","Work & Daily Tasks"
